Slice ID,Slice Type,Slice Bandwidth (Mbps),Latency (ms),Packet Loss Rate (%),Data Rate (Mbps),Traffic Load,Signal Strength,Network Congestion,Transmission Path,Security Mechanism,Attack Type,Security Status,Attack Detection Time (ms),IGJO-SVM Prediction,Adjustment Action,Throughput (Mbps),Energy Efficiency (J/bit),Packet Delivery Ratio (%),End-to-End Delay (ms),Accuracy of Security (%)
12,Ultra-High-Speed,967,8,0.15528948929994493,575,Medium,Moderate,Medium,Path C,IDS,Spoofing,Yes,31,0.0028421536639724465,Optimize Path,1132.210137410922,0.047286468768545295,98.56299326716118,24,96.08904861030037
657,IoT,1846,9,0.021852842061924282,1588,Low,Strong,High,Path C,Firewall,DDoS,No,26,0.1854118178271742,Alert Admin,919.1446091231903,0.032815443983049065,90.16169539954521,21,91.85223330830938
400,Ultra-High-Speed,541,17,0.11979570163544212,183,High,Moderate,Medium,Path B,Firewall,Eavesdropping,No,65,0.5379195263292431,Optimize Path,896.9295843020003,0.018178668807903017,93.63246178562176,20,96.53431924174362
908,Ultra-High-Speed,1088,19,0.09399765363158732,670,Low,Weak,Low,Path C,IDS,DDoS,No,85,0.9108789048064436,Alert Admin,308.70565326441164,0.02224024420835773,94.19389837968392,24,96.59490171087653
648,Autonomous,1280,18,0.11545580584662625,781,High,Weak,Medium,Path B,Firewall,Eavesdropping,Yes,44,0.2924418045895157,Alert Admin,1041.1886117119059,0.0351080165440296,94.32642480604036,11,95.01232726678408
980,Ultra-High-Speed,1423,6,0.08574040419728672,1234,Medium,Moderate,Medium,Path B,Firewall,DDoS,Yes,37,0.1320668107690408,Increase Security,1633.6385973734402,0.04256273149546723,98.84070109415731,25,98.7927264118291
515,Autonomous,636,6,0.0972000987595206,242,High,Moderate,Medium,Path C,Encryption,DDoS,Yes,52,0.6481467430489779,Alert Admin,681.3267436000324,0.034202859407230675,95.00755274740986,18,94.72706898636291
656,IoT,1451,19,0.04009490310568056,988,Medium,Moderate,Medium,Path C,IDS,DDoS,Yes,20,0.12616959014873674,Optimize Path,948.4069316822528,0.012779199395341277,94.04020102862812,15,91.45869126953896
542,IoT,682,11,0.07491057740402428,541,Low,Strong,Medium,Path A,Encryption,Spoofing,Yes,78,0.15296187060574373,Alert Admin,530.9611946157437,0.02594565340785536,99.79238168319985,23,94.89330831624235
237,IoT,524,13,0.09956250160685803,136,Low,Strong,Medium,Path C,Encryption,Eavesdropping,Yes,92,0.26833979127465746,Optimize Path,1354.547549961197,0.03936498174627875,93.01779223136276,13,90.13444043983415
279,Autonomous,517,16,0.033190979059157,456,Medium,Weak,Low,Path B,Encryption,Spoofing,Yes,41,0.6113570130983824,Alert Admin,1475.8879187128314,0.02877129112480965,90.28264701049976,22,95.91449931443023
348,IoT,1013,7,0.09207165424038527,893,Medium,Moderate,Low,Path A,Firewall,DDoS,Yes,56,0.28536138599785466,Increase Security,1476.0926697427185,0.01994973065164729,94.4287050610589,11,93.98836614839756
627,Ultra-High-Speed,725,7,0.173993831929537,589,Medium,Weak,Medium,Path B,Encryption,Eavesdropping,Yes,35,0.08644575317339853,Optimize Path,1218.2493310847185,0.031840983732830015,90.74172630284923,14,94.89017380346594
104,Autonomous,1748,10,0.11964505881274776,1531,Medium,Strong,Medium,Path B,Encryption,Eavesdropping,Yes,89,0.09329785547674352,Alert Admin,1764.1195293322016,0.04786255371914976,93.207644140217,21,91.92754321887041
630,IoT,1436,19,0.02496416279336966,1074,High,Weak,Low,Path C,Encryption,DDoS,No,81,0.4595995496382236,Optimize Path,1185.1746335167065,0.025943986508738238,95.4209650919832,11,98.93206588550842
517,Ultra-High-Speed,1187,9,0.008747814461789473,769,High,Moderate,Low,Path A,IDS,DDoS,Yes,22,0.9059736635092605,Optimize Path,1640.1651980643976,0.021293054029277697,94.56105399517212,12,98.704051699421
980,Ultra-High-Speed,1423,6,0.08574040419728672,1234,Medium,Moderate,Medium,Path B,Firewall,DDoS,Yes,37,0.1320668107690408,Increase Security,1633.6385973734402,0.04256273149546723,98.84070109415731,25,98.7927264118291
872,IoT,894,12,0.17971212093496788,783,Medium,Moderate,Low,Path C,IDS,Spoofing,Yes,89,0.944229579364256,Increase Security,592.7619225600092,0.021704509096938614,97.48089365703127,12,98.76988830973986
248,Ultra-High-Speed,1992,6,0.1155186731762315,1703,Low,Moderate,Medium,Path B,Encryption,Eavesdropping,Yes,25,0.3338149117092374,Optimize Path,557.5409896927366,0.04506421113482394,90.76619813929649,17,99.6311465938488
364,IoT,1576,14,0.0036013111200909,1232,High,Strong,Medium,Path A,Firewall,Spoofing,No,22,0.06589401821191965,Optimize Path,795.9012149550027,0.03438774277496154,99.7718773913242,24,92.65473224997648
321,Autonomous,1941,20,0.0650208030863398,1488,High,Weak,Medium,Path C,Firewall,Eavesdropping,Yes,68,0.9229300781006066,Increase Security,555.8405670097777,0.02133590778282375,95.10262646220647,26,95.45235718325573
633,Ultra-High-Speed,758,9,0.1754181162036378,424,Low,Strong,Low,Path B,Firewall,Eavesdropping,Yes,64,0.30148841535435944,Increase Security,355.8808209212942,0.022334202825292408,98.06714768044728,22,96.67607229727005
286,Ultra-High-Speed,1001,7,0.14387072447383173,551,High,Strong,Low,Path C,Encryption,DDoS,Yes,83,0.7212579079338247,Increase Security,379.68093629850165,0.026626440060017964,96.73391579115831,11,96.79069098976969
149,Autonomous,1343,14,0.013791603271284238,868,Medium,Strong,Low,Path A,Firewall,Spoofing,Yes,23,0.3353382383482103,Optimize Path,310.43638095493685,0.03681662058635826,90.72682315589815,12,98.08513273260412
84,Autonomous,1902,14,0.1121320188832342,1420,Medium,Strong,Low,Path B,Encryption,DDoS,Yes,84,0.13376069507700214,Alert Admin,1309.0704172506544,0.0408618582924951,91.31570711878928,21,97.24008792161554
966,IoT,1249,17,0.11301706249055128,1096,Medium,Weak,High,Path A,IDS,Eavesdropping,Yes,78,0.31039809529584483,Alert Admin,683.1424215691358,0.046781225156513305,94.1752280610753,16,92.52014733679053
406,Ultra-High-Speed,1676,10,0.17579578005645347,1222,High,Weak,Medium,Path A,Encryption,Eavesdropping,Yes,89,0.008669089845131041,Alert Admin,432.94946212437117,0.014550498499226072,97.07137517935686,10,94.91940382609356
978,IoT,1372,5,0.14577228845398935,1296,Low,Strong,High,Path C,Firewall,DDoS,No,87,0.5349040863826443,Alert Admin,1582.9716965444075,0.012521346099990465,92.78492003357387,13,96.55948710838392
456,Ultra-High-Speed,1671,9,0.18635074388656328,1219,Medium,Moderate,Medium,Path B,Encryption,DDoS,Yes,55,0.4963989216770842,Optimize Path,342.9467907534792,0.011867912715404523,95.87366779457486,21,95.62770070801531
743,Ultra-High-Speed,947,7,0.16079170151050404,873,Medium,Weak,Medium,Path B,Firewall,Spoofing,Yes,83,0.7271044490585069,Increase Security,1104.832006516199,0.046142372147891283,92.70004996465012,16,96.3075499804077
800,Ultra-High-Speed,1953,11,0.08654582720394094,1456,High,Strong,Medium,Path B,IDS,Spoofing,Yes,91,0.5125826268471365,Alert Admin,667.9351404654644,0.043322277650568536,97.58445956999864,27,98.86726383144988
161,Ultra-High-Speed,1371,13,0.09751423873467686,998,Low,Strong,Medium,Path A,IDS,Spoofing,Yes,61,0.4363014238330176,Optimize Path,1280.851719553886,0.04324508866870983,94.47891344844463,13,90.09242314581077
784,IoT,784,11,0.0008726539300618175,496,High,Weak,Medium,Path A,Firewall,Eavesdropping,Yes,85,0.3939778289172435,Alert Admin,1540.4235376261663,0.03321672663120588,91.79844446835541,25,99.19429600558409
460,Autonomous,864,11,0.022767678695320284,772,Medium,Strong,Medium,Path A,IDS,DDoS,Yes,80,0.4077392161915949,Increase Security,649.0953628050803,0.014585597743428273,91.12607149039313,11,98.29446639761663
550,Ultra-High-Speed,1920,9,0.12916447725729685,1666,High,Strong,High,Path C,Encryption,DDoS,Yes,90,0.4261152788307795,Optimize Path,423.34983226590083,0.025028232215210826,95.73127923272564,26,94.6822640409263
500,Ultra-High-Speed,1612,9,0.11873215824170767,1244,Medium,Weak,Medium,Path B,IDS,Eavesdropping,Yes,91,0.606202253610332,Alert Admin,849.3795089977114,0.0492550841730478,93.5544946358048,23,96.39390885903002
738,Autonomous,516,19,0.014355161245302606,350,Medium,Strong,High,Path B,IDS,Eavesdropping,Yes,73,0.5924407553984594,Optimize Path,611.6239095182856,0.041547457169256966,94.51164003687596,27,93.66015387591877
509,IoT,1480,13,0.013288768871154976,1167,Low,Strong,Low,Path C,Firewall,Eavesdropping,Yes,65,0.9135109668312412,Alert Admin,567.5973778928716,0.03977214869349464,90.63923164191941,28,90.15414958448409
654,Ultra-High-Speed,1880,18,0.11470579029111465,1585,High,Strong,Low,Path B,Encryption,Spoofing,Yes,86,0.00836565998414418,Increase Security,1318.3545312895606,0.010715139361392723,98.42210080210259,19,94.75796814994601
804,IoT,1622,9,0.07396265119743532,1352,High,Moderate,Low,Path C,Encryption,DDoS,Yes,82,0.5587294435245389,Increase Security,622.5338540342767,0.015779027863784215,90.94275977898936,13,93.72366298228606
481,Autonomous,1365,11,0.010227076288420144,1020,Medium,Moderate,Medium,Path C,Encryption,DDoS,No,66,0.06360899617650073,Alert Admin,1081.4870829740357,0.017092450140905796,90.6423524805742,16,94.14830671888954
663,Autonomous,1855,6,0.17669295259721216,1668,Low,Moderate,Low,Path A,Encryption,Spoofing,Yes,64,0.4966452123895044,Alert Admin,1422.594534314615,0.04885607394434585,91.91887549718096,11,94.3803178313447
114,Ultra-High-Speed,1053,5,0.16796045712712346,662,Medium,Strong,Low,Path B,Encryption,Eavesdropping,No,96,0.24026258449893145,Increase Security,1204.9883484668974,0.03368760721716873,90.03745094711284,24,97.90592128650411
749,Autonomous,966,7,0.09933908456358932,596,Medium,Strong,High,Path A,IDS,Spoofing,Yes,73,0.6865865021144331,Optimize Path,1693.6145403852356,0.022854798229634814,90.81703959602228,16,90.52052398367307
578,IoT,771,10,0.023227792040105125,419,High,Strong,High,Path A,IDS,Eavesdropping,Yes,96,0.026297726684668562,Increase Security,1374.1402237349425,0.04326560160677324,90.0608753097559,12,90.0172482210984
361,IoT,1779,7,0.18215403232878305,1576,Low,Weak,Medium,Path B,IDS,Eavesdropping,Yes,24,0.9693612449957758,Alert Admin,590.6083995372161,0.02068243760957441,95.50295523183131,15,99.11737708277352
341,Autonomous,1608,15,0.13299698069519905,1390,Low,Weak,Medium,Path A,IDS,Spoofing,Yes,92,0.9686386653002756,Increase Security,342.68608776588366,0.010992373201702632,93.51826897086814,22,95.93259470175377
770,Ultra-High-Speed,1540,6,0.16854238043211098,1061,Medium,Weak,Low,Path C,Firewall,Spoofing,Yes,42,0.3408830154923571,Optimize Path,1432.6409509472198,0.03494503789189057,98.10665773483512,11,99.51090679567076
987,Autonomous,1402,16,0.18390620493121,1006,Low,Moderate,Medium,Path A,IDS,Spoofing,Yes,27,0.546049931882766,Increase Security,720.8853239615535,0.03253881895251408,93.3421529337076,15,94.08986503733836
761,Autonomous,1488,11,0.012537924324373171,1100,High,Strong,Low,Path B,Encryption,Spoofing,Yes,22,0.2780487483333393,Increase Security,612.4904202900595,0.023715683653959187,95.75112566939362,24,97.99829454049902
969,IoT,808,19,0.0024206233552214853,357,Medium,Weak,Low,Path A,Encryption,DDoS,Yes,60,0.3182549972794209,Optimize Path,1162.430239844462,0.03354755897344065,99.1885205125891,17,94.92748896129338
449,Ultra-High-Speed,1163,6,0.007344272500164228,843,High,Moderate,Medium,Path C,IDS,Spoofing,Yes,80,0.5048748150953071,Increase Security,1016.8156156840961,0.03408407320509399,94.19654744859005,19,98.95032751605171
843,Ultra-High-Speed,1832,10,0.11902633498113632,1415,Low,Weak,Low,Path A,Firewall,Eavesdropping,Yes,75,0.2442337003640785,Increase Security,1132.5277863079366,0.044250706140963256,91.58239262674213,28,90.71899418657496
835,Ultra-High-Speed,1292,16,0.07581880973438725,1195,Low,Weak,Low,Path A,IDS,DDoS,Yes,24,0.10126518098740966,Optimize Path,548.6235230826824,0.01426477091221694,97.54523307425563,19,94.05225782929335
180,Autonomous,1503,16,0.05130601248884956,1350,Medium,Strong,High,Path C,IDS,DDoS,Yes,94,0.4488316931806485,Optimize Path,301.4145637912355,0.02545662247322325,99.832414364724,13,93.98659287518412
702,Ultra-High-Speed,835,16,0.06976410679389587,693,Low,Strong,Low,Path C,Firewall,Spoofing,Yes,48,0.3954800280316568,Optimize Path,1185.4486076333994,0.040175038220996384,91.30189349200802,11,92.7169461616926
407,Autonomous,1497,10,0.11435447040966445,1069,Low,Strong,Medium,Path A,IDS,Eavesdropping,Yes,85,0.9275170157078244,Increase Security,1683.3463047580947,0.015551035364505231,93.29712175414205,25,98.22536018913472
666,IoT,1986,6,0.12531850221864205,1775,Medium,Moderate,High,Path C,Encryption,DDoS,Yes,51,0.44076524767536895,Increase Security,381.2016126034811,0.015044107839496373,93.13405561474556,15,91.26526914049076
196,IoT,1820,5,0.172027938669887,1698,High,Moderate,Medium,Path A,IDS,Spoofing,Yes,70,0.5623783803844021,Alert Admin,644.9421231015513,0.04252420188443376,96.46805660349095,27,96.98985108174486
466,Ultra-High-Speed,1212,17,0.1985633677998141,995,High,Weak,Low,Path B,Encryption,Eavesdropping,Yes,34,0.4407658014365413,Alert Admin,1340.9881625839137,0.039190905493446296,99.56563928561171,17,93.5152804159688
311,Autonomous,942,16,0.1497652673926613,711,Low,Weak,Medium,Path B,Encryption,Spoofing,Yes,42,0.8691216142810346,Increase Security,1239.9655249676375,0.035685165874570414,94.84778060090449,19,95.77399267133093
262,IoT,1664,17,0.028142305609751686,1239,Medium,Weak,High,Path B,Firewall,Spoofing,Yes,88,0.8964728572592954,Increase Security,1322.749548049288,0.04405128848866125,94.63511480358551,28,95.8021896369054
419,Ultra-High-Speed,954,17,0.14052675461710326,898,Medium,Weak,High,Path C,Encryption,Spoofing,No,57,0.4880382242817499,Increase Security,941.8042722794867,0.04789137292359072,97.6401262566572,10,92.10645597635536
406,Ultra-High-Speed,1676,10,0.17579578005645347,1222,High,Weak,Medium,Path A,Encryption,Eavesdropping,Yes,89,0.008669089845131041,Alert Admin,432.94946212437117,0.014550498499226072,97.07137517935686,10,94.91940382609356
939,Ultra-High-Speed,750,13,0.039385140890685684,540,High,Weak,Low,Path C,Firewall,DDoS,Yes,29,0.689261635465955,Increase Security,736.9087833836054,0.039038751173133886,92.37077287556215,17,90.89699297008256
143,IoT,514,9,0.03178163353387072,155,Low,Moderate,Low,Path B,IDS,DDoS,Yes,88,0.4286648243894848,Alert Admin,1629.1109506432874,0.030507522893152457,99.59834381398876,15,97.6217110548368
342,IoT,646,7,0.052057371513200605,515,Medium,Moderate,Medium,Path A,IDS,Eavesdropping,Yes,25,0.094907909766078,Optimize Path,1244.0324139434074,0.02535095721422495,92.3259463696385,10,91.89347723629858
316,IoT,1752,19,0.09425743347963292,1488,Medium,Strong,Medium,Path C,Encryption,Spoofing,Yes,35,0.6908535043398134,Increase Security,863.9398644609956,0.0333533309050169,94.13416575173908,12,99.63953425388287
101,Ultra-High-Speed,1492,5,0.08680387323477506,1086,Low,Strong,High,Path B,IDS,Eavesdropping,Yes,52,0.4471605045306636,Alert Admin,1424.4386282235355,0.03629976919939768,92.5774006131152,13,92.76901689740936
244,IoT,1502,19,0.040753291825537816,1170,Medium,Strong,Low,Path B,IDS,Spoofing,Yes,37,0.26624569939400344,Alert Admin,353.6225916987969,0.018379448908783992,97.22762032839695,24,95.52946893577892
490,Autonomous,1841,8,0.02420500009703861,1454,High,Weak,Low,Path C,IDS,Spoofing,Yes,54,0.39884141194697065,Optimize Path,865.4249575294083,0.046883706142893264,97.7363664500576,24,93.49425112693787
12,Ultra-High-Speed,967,8,0.15528948929994493,575,Medium,Moderate,Medium,Path C,IDS,Spoofing,Yes,31,0.0028421536639724465,Optimize Path,1132.210137410922,0.047286468768545295,98.56299326716118,24,96.08904861030037
239,Ultra-High-Speed,1209,20,0.13135602094485882,783,Medium,Weak,High,Path C,Firewall,DDoS,No,36,0.001579421077911869,Alert Admin,691.8002569108694,0.041573339293622086,97.5893194861468,25,96.828372660289
561,Ultra-High-Speed,1693,13,0.09080032423922298,1515,High,Weak,Medium,Path B,IDS,Spoofing,Yes,23,0.7078806952365353,Optimize Path,455.36484915452246,0.01031038593349698,92.67344712158855,10,99.58743296908438
42,Ultra-High-Speed,1153,18,0.019835619917443183,801,Low,Strong,High,Path C,IDS,Spoofing,Yes,47,0.3132760111381787,Increase Security,345.63530948112844,0.019200018101935997,90.110280842689,19,97.63019397815668
678,Autonomous,1699,5,0.04214099277344063,1532,High,Strong,Low,Path B,Firewall,Eavesdropping,No,25,0.20082875017492088,Increase Security,914.2061128331658,0.026955990079879928,91.0088880210586,18,92.96852034279983
594,Ultra-High-Speed,645,20,0.152380362520974,277,Medium,Weak,Low,Path B,IDS,Spoofing,Yes,74,0.16355503841381813,Optimize Path,1087.8756972457322,0.013247511482017249,97.62230789642167,19,97.58673884686779
429,IoT,1886,6,0.10125321189904056,1791,Low,Strong,Low,Path C,Firewall,DDoS,Yes,94,0.5114810467883832,Alert Admin,1611.1556940993162,0.028322677562915656,94.91067949653578,18,95.62981504515264
803,IoT,1015,11,0.07374143417295903,732,Medium,Strong,Low,Path B,IDS,Spoofing,Yes,30,0.6798108916013302,Optimize Path,1663.331160579702,0.023468226755901343,90.71807545445469,18,99.71296227428545
158,Autonomous,568,13,0.08994796849010801,509,Medium,Strong,High,Path B,IDS,Spoofing,Yes,64,0.7312211098732463,Optimize Path,528.2218303792748,0.03265866423918537,90.6044692298527,28,92.91658770500939
216,IoT,1959,8,0.010391315510853684,1810,Low,Strong,Medium,Path A,IDS,Spoofing,Yes,57,0.8324987009859662,Optimize Path,1045.5354716658098,0.03472150098707828,92.11038330208616,13,97.98749148952
670,Ultra-High-Speed,1454,6,0.13754440848611213,1394,Medium,Strong,Medium,Path C,Encryption,DDoS,Yes,55,0.10476253645144007,Optimize Path,435.47784044860947,0.030254866941805805,97.21135853599043,21,91.48339180719714
462,Autonomous,700,15,0.10148238774356176,610,Low,Moderate,High,Path C,Firewall,DDoS,No,80,0.7679667578098052,Alert Admin,1608.6982848878085,0.011105273314237224,91.94629647203224,11,91.86909534827078
134,IoT,1016,14,0.09163737734757854,585,Low,Moderate,High,Path A,Encryption,Spoofing,Yes,75,0.5435396465750758,Alert Admin,799.3681443471049,0.015515952869213359,90.80032569765936,10,92.62315850165535
67,IoT,1982,13,0.14441418764054742,1662,Low,Strong,Medium,Path A,IDS,DDoS,No,23,0.10337800720195987,Increase Security,755.265187317167,0.027323208144085245,93.88049270058414,24,97.87056653990366
848,Autonomous,886,5,0.13550845349179064,628,High,Weak,Low,Path C,Firewall,DDoS,Yes,35,0.5771222699144422,Alert Admin,356.3341046102843,0.02611014474989768,91.12697860438324,22,93.46002412972277
7,Ultra-High-Speed,1047,8,0.05044820403467232,940,Medium,Strong,High,Path A,IDS,DDoS,Yes,25,0.7577349445022937,Alert Admin,1198.6489876541286,0.046408868056412485,98.25608672507592,20,93.94133242828312
948,Ultra-High-Speed,521,8,0.014616312405403,67,High,Weak,Medium,Path B,Firewall,Eavesdropping,Yes,82,0.4750789800502439,Increase Security,1166.0125877945554,0.03062187976300568,91.01151057918429,12,93.96539227564483
526,Autonomous,1494,7,0.13459332447888647,1258,Medium,Strong,Medium,Path B,IDS,Eavesdropping,Yes,88,0.8465611699612853,Optimize Path,1118.0442782004623,0.03448317272815437,98.71272907617393,14,93.19384116833685
73,IoT,1417,19,0.0006436527208557363,1085,High,Weak,Medium,Path A,IDS,DDoS,Yes,42,0.4760207068801199,Optimize Path,1707.8783936677578,0.03489261425817057,90.90838181061415,21,92.19924548039373
399,Ultra-High-Speed,627,12,0.16627470287714194,312,Low,Strong,Medium,Path C,Encryption,DDoS,Yes,79,0.7975424789866598,Alert Admin,1006.6242760567698,0.036967974997714426,90.39390162889687,20,90.19299132226983
405,IoT,1540,11,0.16585735986335112,1443,High,Strong,High,Path B,Firewall,DDoS,Yes,46,0.6554534564935641,Optimize Path,1768.8927984129637,0.03253534962664662,99.30006719833166,15,98.47209487573387
675,Autonomous,537,8,0.07174310508340269,242,Medium,Moderate,High,Path B,Encryption,DDoS,Yes,33,0.8241799996253585,Increase Security,1406.9296803794073,0.042402772329169114,99.45844409062715,27,98.86932396317171
578,IoT,771,10,0.023227792040105125,419,High,Strong,High,Path A,IDS,Eavesdropping,Yes,96,0.026297726684668562,Increase Security,1374.1402237349425,0.04326560160677324,90.0608753097559,12,90.0172482210984
859,IoT,954,17,0.05311656659172122,685,Medium,Strong,Low,Path C,Encryption,Spoofing,Yes,29,0.4323559921467647,Optimize Path,858.7034083681625,0.017701196617525578,98.1145303041369,15,96.30608471650608
130,IoT,788,13,0.17454605009692034,328,Low,Weak,High,Path A,Encryption,Eavesdropping,No,42,0.05922330539660747,Increase Security,1720.0618725508325,0.0379462792032496,93.07325180987749,23,99.95520228264378
931,Ultra-High-Speed,1052,20,0.04183709308158557,615,High,Moderate,Low,Path B,IDS,DDoS,Yes,88,0.2505815765941928,Optimize Path,1445.4705487848298,0.015303287207247166,96.7402617912613,20,90.42470910488413
466,Ultra-High-Speed,1212,17,0.1985633677998141,995,High,Weak,Low,Path B,Encryption,Eavesdropping,Yes,34,0.4407658014365413,Alert Admin,1340.9881625839137,0.039190905493446296,99.56563928561171,17,93.5152804159688
206,Ultra-High-Speed,1524,14,0.1699950742961324,1426,High,Strong,High,Path C,IDS,DDoS,Yes,56,0.06453588384467622,Optimize Path,755.581430386783,0.0118220062386141,99.57819323813258,26,90.72272012255236
788,IoT,1447,9,0.19320950102573545,1063,Medium,Strong,High,Path A,IDS,Eavesdropping,Yes,40,0.645398674312485,Optimize Path,1701.8371088149229,0.03434750111531203,92.33579083121866,23,96.55232484576344
978,IoT,1372,5,0.14577228845398935,1296,Low,Strong,High,Path C,Firewall,DDoS,No,87,0.5349040863826443,Alert Admin,1582.9716965444075,0.012521346099990465,92.78492003357387,13,96.55948710838392
768,Autonomous,1230,10,0.07204678376008558,1042,Medium,Strong,High,Path C,IDS,Spoofing,Yes,36,0.5619813416263792,Increase Security,1739.1593936117474,0.025244373040331315,92.15330527528731,25,99.69242130458038
266,IoT,1451,18,0.1308585104649924,1074,Medium,Weak,High,Path B,Firewall,Eavesdropping,Yes,52,0.9118724848450076,Alert Admin,990.4820850860975,0.03715512929562387,91.13554543843493,23,98.04671617855558
537,Autonomous,630,6,0.11643974931882277,467,Low,Weak,Medium,Path B,Encryption,DDoS,Yes,45,0.6233903870270475,Optimize Path,1759.4660706304574,0.04358266825901688,99.98698481841285,11,99.69572051836559
962,IoT,1824,15,0.04946806316381667,1588,High,Moderate,High,Path C,IDS,DDoS,Yes,55,0.18535397572184956,Increase Security,1086.3868918557532,0.01168601667851737,91.10748507830507,18,96.77190093976786
793,Autonomous,1406,15,0.021072984450171296,1184,Medium,Moderate,Medium,Path A,Firewall,Eavesdropping,Yes,39,0.7736473950553341,Increase Security,1005.7576184884907,0.044334242206363866,92.66228286317468,23,98.31138964435381
253,Ultra-High-Speed,1884,10,0.10660577344922802,1755,Low,Moderate,Low,Path A,IDS,Spoofing,Yes,99,0.05304588119702836,Alert Admin,330.76637898058675,0.039843286262915716,93.48994935301913,24,98.38149165376358
822,Autonomous,1488,15,0.12896652080446278,1092,High,Moderate,Medium,Path B,Encryption,DDoS,Yes,95,0.9275035512965756,Optimize Path,664.9528919744507,0.03613955728232991,94.27203027281834,15,90.86678561150829
289,IoT,613,14,0.1462992980680725,559,Low,Moderate,High,Path A,IDS,DDoS,Yes,75,0.7819526169721519,Alert Admin,643.6749208670984,0.04772195242550481,90.13659883435291,26,98.61632606245549
164,IoT,1211,12,0.1812874906688822,1051,Medium,Moderate,Low,Path C,IDS,Spoofing,Yes,92,0.4897040318578551,Alert Admin,1777.307349170403,0.010098183457753769,93.38679604457029,16,95.89038940608341
95,Autonomous,1115,5,0.14153618694818315,897,Medium,Weak,Low,Path A,IDS,DDoS,Yes,96,0.8103643997594371,Alert Admin,1026.3992971645882,0.029414894848182018,93.09758563258622,28,93.18851808936584
782,Autonomous,1203,10,0.1265423757497202,1148,Medium,Strong,Low,Path A,Encryption,DDoS,Yes,54,0.6784192517137123,Optimize Path,1319.090232168639,0.04259168006543584,99.17045590154476,23,90.21080660428535
833,IoT,1686,8,0.1670960451484389,1320,Low,Strong,Medium,Path A,Encryption,DDoS,Yes,27,0.11285816494369715,Optimize Path,576.5523570295408,0.015277193030152434,94.8824112943343,25,94.11898297609936
110,IoT,697,19,0.12723547294164655,436,Medium,Strong,Medium,Path C,Firewall,Spoofing,Yes,71,0.20777062943972835,Optimize Path,1545.265864499381,0.03946626940875162,99.17021711880557,19,90.13657836426079
336,Autonomous,1443,9,0.1306325581062566,1388,Low,Weak,Medium,Path B,Firewall,Spoofing,Yes,26,0.4875816033967161,Increase Security,782.1937169217067,0.040213557180158885,97.62686170454607,28,90.09585640144394
822,Autonomous,1488,15,0.12896652080446278,1092,High,Moderate,Medium,Path B,Encryption,DDoS,Yes,95,0.9275035512965756,Optimize Path,664.9528919744507,0.03613955728232991,94.27203027281834,15,90.86678561150829
238,IoT,1703,13,0.02109473999132612,1264,High,Moderate,Medium,Path C,IDS,DDoS,No,46,0.6979717909236136,Alert Admin,633.9054548118565,0.014163038256729881,98.47564796278496,18,92.04625472559022
381,IoT,1051,17,0.059983822301396934,679,Medium,Weak,High,Path B,IDS,DDoS,No,62,0.9526421308008614,Alert Admin,1776.2474392248223,0.024443985625058676,92.09419816800279,12,98.14796172659977
436,IoT,648,13,0.02800481951066354,454,Medium,Weak,Medium,Path C,Firewall,Eavesdropping,Yes,38,0.8341115832663251,Increase Security,1796.8727016184314,0.014642138375382757,96.25667180631594,11,97.47765277140032
899,IoT,1609,12,0.029392541917641936,1558,Medium,Weak,Medium,Path A,Firewall,Spoofing,Yes,33,0.8024598153373704,Increase Security,1181.3426582246975,0.020279437514151247,96.27630354901787,20,96.54168311991931
483,IoT,774,5,0.011904940069554336,664,High,Moderate,Medium,Path B,IDS,Spoofing,Yes,73,0.5124397687438842,Increase Security,1167.4936540564565,0.02571043675698877,96.56149714503164,25,94.67174133352448
937,IoT,1841,20,0.04839542606340908,1452,High,Moderate,Low,Path B,Encryption,DDoS,Yes,41,0.7191780240519796,Optimize Path,1779.4752634080194,0.04979252117215089,98.1708494691965,10,91.80769919300906
902,Autonomous,1213,5,0.0776331412253991,793,Medium,Moderate,High,Path A,Encryption,Spoofing,Yes,62,0.034716152183894566,Optimize Path,1196.0239514667794,0.010886381421780864,93.59163938633955,17,97.60807541431078
25,Autonomous,1915,16,0.16814060560224,1441,High,Moderate,High,Path B,Firewall,Eavesdropping,Yes,74,0.7316043405194683,Optimize Path,1517.7925497488761,0.04337816859566785,91.2393919426444,18,95.58516153160824
653,IoT,1079,8,0.15290555893094354,880,Low,Moderate,Low,Path C,Encryption,Spoofing,Yes,30,0.5598247888827901,Alert Admin,1101.284837712929,0.037434179696059666,90.54539660675152,27,91.81325856104313
117,Autonomous,1812,16,0.11755387217243965,1725,High,Strong,Medium,Path C,IDS,DDoS,No,71,0.7642556740241413,Alert Admin,1605.6006946587554,0.0219954296022322,93.91727763631178,25,95.92445440790415
482,IoT,1023,13,0.05152144406674437,771,High,Weak,High,Path A,Firewall,Spoofing,No,81,0.22107887369344192,Optimize Path,1031.3976570743414,0.04450696281327557,91.94053880245606,25,94.33543102803803
392,Ultra-High-Speed,528,8,0.15891565574003808,379,Low,Weak,Medium,Path C,Encryption,DDoS,Yes,66,0.1586371866495987,Increase Security,426.00257178093847,0.02098547519267932,98.23453053759322,14,96.26853621253534
